street_number,street_name,city,state,country,address,bedroom,bathrooms,property_sqft,property_age,lot_sqft,dom,view,pool,commission,sale_date,price_per_sqft,sale_price
22337,Gilmore ST,Woodland Hills,CA,United States of America,"22337, Gilmore ST, Woodland Hills, CA, United States of America",3,2,2306,61,7704,134,Y,Y,2.5,45048,450.13,1038000
50047,250th ST  W,Lancaster,CA,United States of America,"50047, 250th ST  W, Lancaster, CA, United States of America",3,2,2366,35,110594,134,N,Y,2.5,44925,181.74,430000
1117,Brookside AVE,Redlands,CA,United States of America,"1117, Brookside AVE, Redlands, CA, United States of America",3,2,1351,69,6958,137,N,Y,2.5,45062,373.06,504000
80289,Platinum WAY,La Quinta,CA,United States of America,"80289, Platinum WAY, La Quinta, CA, United States of America",3,2,1924,1,6969,139,Y,Y,2.5,44902,571.73,1100000
8677,Summit Pass,Desert Hot Springs,CA,United States of America,"8677, Summit Pass, Desert Hot Springs, CA, United States of America",3,2,1600,19,7400,139,Y,Y,2.5,45071,300,480000
3560,Canyon Ridge DR,Altadena,CA,United States of America,"3560, Canyon Ridge DR, Altadena, CA, United States of America",3,2,1905,61,27497,139,Y,Y,2.5,45019,939.63,1790000
8801,Sky Line DR,Pinon Hills,CA,United States of America,"8801, Sky Line DR, Pinon Hills, CA, United States of America",3,2,2446,60,143748,139,Y,Y,2.5,44841,257.56,630000
2887 E,Vincentia RD,Palm Springs,CA,United States of America,"2887 E, Vincentia RD, Palm Springs, CA, United States of America",3,2,1752,45,9583,14,Y,Y,2.5,45061,485.16,850000
8514,Hickory LN,Riverside (City),CA,United States of America,"8514, Hickory LN, Riverside (City), CA, United States of America",3,2,1404,69,10890,14,N,Y,2.5,44820,430.91,605000
9700,Casaba AVE,Chatsworth,CA,United States of America,"9700, Casaba AVE, Chatsworth, CA, United States of America",3,2,1752,64,7501,14,N,Y,2.5,45021,527.97,925000
1944 N,Niagara ST,Burbank,CA,United States of America,"1944 N, Niagara ST, Burbank, CA, United States of America",3,2,1635,79,6253,14,N,Y,2.5,44813,712.54,1165000
44103,Alsace LN,Hemet,CA,United States of America,"44103, Alsace LN, Hemet, CA, United States of America",3,2,1568,37,7841,14,N,Y,2.5,44782,302.93,475000
25859,Boulder Rock PL,Menifee,CA,United States of America,"25859, Boulder Rock PL, Menifee, CA, United States of America",3,2,1884,18,7405,14,N,Y,2.5,44818,294.59,555000
1515 W,Avenue H11,Lancaster,CA,United States of America,"1515 W, Avenue H11, Lancaster, CA, United States of America",3,2,1180,37,11461,14,Y,Y,2.5,45009,322.03,380000
2533,Doolittle AVE,Arcadia,CA,United States of America,"2533, Doolittle AVE, Arcadia, CA, United States of America",3,2,1600,73,11318,14,Y,Y,2.5,44846,800,1280000
16411,Vincennes ST,North Hills,CA,United States of America,"16411, Vincennes ST, North Hills, CA, United States of America",3,2,1456,67,8023,14,Y,Y,2.5,44847,524.04,763000
69175,Garner AVE,Cathedral City,CA,United States of America,"69175, Garner AVE, Cathedral City, CA, United States of America",3,2,1469,33,6534,14,Y,Y,2.5,44956,415.25,610000
636 N,Noble ST,Orange,CA,United States of America,"636 N, Noble ST, Orange, CA, United States of America",3,2,1410,52,7000,14,Y,Y,2.5,44851,627.66,885000
1468,243rd ST,Harbor City,CA,United States of America,"1468, 243rd ST, Harbor City, CA, United States of America",3,2,1208,62,5026,14,Y,Y,2.5,44974,637.42,770000
3660,New Haven RD,Pasadena,CA,United States of America,"3660, New Haven RD, Pasadena, CA, United States of America",3,2,1963,69,10956,14,N,Y,2.5,44874,922.06,1810000
17704,Alonzo PL,Encino,CA,United States of America,"17704, Alonzo PL, Encino, CA, United States of America",3,2,1797,68,17629,14,Y,Y,2.5,44979,765.16,1375000
25113,De Wolfe RD,Newhall,CA,United States of America,"25113, De Wolfe RD, Newhall, CA, United States of America",3,2,1809,63,7578,14,N,Y,2.5,45001,433.94,785000
335,University DR,Costa Mesa,CA,United States of America,"335, University DR, Costa Mesa, CA, United States of America",3,2,1594,64,8276,14,N,Y,2.5,44894,953.58,1520000
13460,Bradley AVE,Sylmar,CA,United States of America,"13460, Bradley AVE, Sylmar, CA, United States of America",3,2,2269,46,11019,14,Y,Y,2.5,44869,392.24,890000
41285,Crest DR,Hemet,CA,United States of America,"41285, Crest DR, Hemet, CA, United States of America",3,2,1470,63,10454,14,Y,Y,2.5,44987,306.12,450000
38250,Via Huerta,Murrieta,CA,United States of America,"38250, Via Huerta, Murrieta, CA, United States of America",3,2,3517,34,217800,14,Y,Y,2.5,44893,362.52,1275000
11660,Doverwood DR,Riverside (City),CA,United States of America,"11660, Doverwood DR, Riverside (City), CA, United States of America",3,2,1297,64,9583,14,Y,Y,2.5,44826,431.77,560000
3391,Clifton AVE,Highland,CA,United States of America,"3391, Clifton AVE, Highland, CA, United States of America",3,2,2050,56,12152,145,Y,Y,2.5,44976,251.22,515000
225 S,Feldner RD,Orange,CA,United States of America,"225 S, Feldner RD, Orange, CA, United States of America",3,2,1232,63,6200,146,Y,Y,2.5,44936,669.64,825000
22137,Califa ST,Woodland Hills,CA,United States of America,"22137, Califa ST, Woodland Hills, CA, United States of America",3,2,2085,64,7555,15,Y,Y,2.5,44819,496.4,1035000
13445,Astoria ST,Sylmar,CA,United States of America,"13445, Astoria ST, Sylmar, CA, United States of America",3,2,1406,67,9099,15,Y,Y,2.5,44825,640.11,900000
10913,Groveland AVE,Whittier,CA,United States of America,"10913, Groveland AVE, Whittier, CA, United States of America",3,2,1225,67,6168,15,N,Y,2.5,44795,635.92,779000
620 E,Camellia ST,Palm Springs,CA,United States of America,"620 E, Camellia ST, Palm Springs, CA, United States of America",3,2,1930,32,12632,15,Y,Y,2.5,44862,432.64,835000
2114,Brittany PL,Placentia,CA,United States of America,"2114, Brittany PL, Placentia, CA, United States of America",3,2,1802,60,7803,15,Y,Y,2.5,44805,499.45,900000
6864,La Jolla DR,Riverside (City),CA,United States of America,"6864, La Jolla DR, Riverside (City), CA, United States of America",3,2,1382,67,6970,15,Y,Y,2.5,44782,416.06,575000
11568,Freedom,Riverside (City),CA,United States of America,"11568, Freedom, Riverside (City), CA, United States of America",3,2,1171,40,6970,15,N,Y,2.5,45049,546.54,640000
11722,MONTICELLO DR,La Mirada,CA,United States of America,"11722, MONTICELLO DR, La Mirada, CA, United States of America",3,2,1468,65,7161,15,Y,Y,2.5,44916,619.89,910000
23715,Oxnard ST,Woodland Hills,CA,United States of America,"23715, Oxnard ST, Woodland Hills, CA, United States of America",3,2,1653,64,7789,15,Y,Y,2.5,44887,621.9,1028000
3643,Gaviota AVE,Long Beach,CA,United States of America,"3643, Gaviota AVE, Long Beach, CA, United States of America",3,2,1466,86,6468,15,N,Y,2.5,44923,784.45,1150000
82664,Redford Way WAY,Indio,CA,United States of America,"82664, Redford Way WAY, Indio, CA, United States of America",3,2,1521,21,4792,15,Y,Y,2.5,44804,493.1,750000
60323,Granada DR,Joshua Tree,CA,United States of America,"60323, Granada DR, Joshua Tree, CA, United States of America",3,2,1296,17,25525,15,Y,Y,2.5,45001,482.25,625000
4388,Camarilla AVE,Yucca Valley,CA,United States of America,"4388, Camarilla AVE, Yucca Valley, CA, United States of America",3,2,1880,41,217800,15,Y,Y,2.5,44810,335.11,630000
9265,Kirkwood AVE,Rancho Cucamonga,CA,United States of America,"9265, Kirkwood AVE, Rancho Cucamonga, CA, United States of America",3,2,1150,66,7910,15,Y,Y,2.5,44994,543.48,625000
53200,Avenida Obregon,La Quinta,CA,United States of America,"53200, Avenida Obregon, La Quinta, CA, United States of America",3,2,1808,31,5227,158,Y,Y,2.5,45009,339.6,614000
702 N,Bel Aire DR,Burbank,CA,United States of America,"702 N, Bel Aire DR, Burbank, CA, United States of America",3,2,1918,83,10736,16,Y,Y,2.5,44924,847.24,1625000
929,Sorock DR,Torrance,CA,United States of America,"929, Sorock DR, Torrance, CA, United States of America",3,2,1225,67,5494,16,N,Y,2.5,44796,714.29,875000
6545,Cleomoore AVE,West Hills,CA,United States of America,"6545, Cleomoore AVE, West Hills, CA, United States of America",3,2,2017,63,9055,16,Y,Y,2.5,44819,396.63,800000
12965,Mirage RD,Victor Valley,CA,United States of America,"12965, Mirage RD, Victor Valley, CA, United States of America",3,2,1512,34,11880,16,Y,Y,2.5,45063,210.33,318026
2846,Westbrook AVE,Los Angeles,CA,United States of America,"2846, Westbrook AVE, Los Angeles, CA, United States of America",3,2,2020,65,9284,16,Y,Y,2.5,44895,1264.85,2555000
2222,Shannon WAY,Palm Springs,CA,United States of America,"2222, Shannon WAY, Palm Springs, CA, United States of America",3,2,1438,24,6970,16,Y,Y,2.5,44866,556.33,800000
1361,Carol ST,La Habra,CA,United States of America,"1361, Carol ST, La Habra, CA, United States of America",3,2,2068,55,9760,16,N,Y,2.5,44918,406.19,840000
69801,Camino Pacifico,Rancho Mirage,CA,United States of America,"69801, Camino Pacifico, Rancho Mirage, CA, United States of America",3,2,2260,20,9583,16,Y,Y,2.5,44799,420.35,950000
1329,Indian Summer AVE,null,CA,United States of America,"1329, Indian Summer AVE, null, CA, United States of America",3,2,1578,73,11008,16,N,Y,2.5,44789,436.63,689000
525 E,Benbow ST,Covina,CA,United States of America,"525 E, Benbow ST, Covina, CA, United States of America",3,2,1514,68,8123,16,Y,Y,2.5,44841,521.8,790000
68300,Hermosillo RD,Cathedral City,CA,United States of America,"68300, Hermosillo RD, Cathedral City, CA, United States of America",3,2,1836,34,7841,16,N,Y,2.5,44859,301.47,553500
12905,Beech AVE,Desert Hot Springs,CA,United States of America,"12905, Beech AVE, Desert Hot Springs, CA, United States of America",3,2,1650,42,7841,16,Y,Y,2.5,44945,312.12,515000
11536 S,Van Ness,Hawthorne,CA,United States of America,"11536 S, Van Ness, Hawthorne, CA, United States of America",3,2,1298,69,5803,16,N,Y,2.5,44998,454.55,590000
44301,Galion AVE,Lancaster,CA,United States of America,"44301, Galion AVE, Lancaster, CA, United States of America",3,2,1485,34,6776,16,N,Y,2.5,44939,290.24,431000
825,Linden CT,Upland,CA,United States of America,"825, Linden CT, Upland, CA, United States of America",3,2,1699,64,7560,16,Y,Y,2.5,44858,412.01,700000
26580,Angel WAY,Hemet,CA,United States of America,"26580, Angel WAY, Hemet, CA, United States of America",3,2,1511,51,7405,16,N,Y,2.5,44823,298.48,451000
20271,Labrador ST,Chatsworth,CA,United States of America,"20271, Labrador ST, Chatsworth, CA, United States of America",3,2,1368,65,7367,16,N,Y,2.5,44789,639.62,875000
7353,Amestoy AVE,Lake Balboa,CA,United States of America,"7353, Amestoy AVE, Lake Balboa, CA, United States of America",3,2,1123,73,6000,161,N,Y,2.5,45069,534.28,600000
67260,Rango RD,Cathedral City,CA,United States of America,"67260, Rango RD, Cathedral City, CA, United States of America",3,2,2150,21,7405,162,Y,Y,2.5,44880,248.84,535000
8849,Comanche AVE,Winnetka,CA,United States of America,"8849, Comanche AVE, Winnetka, CA, United States of America",3,2,1650,64,8552,17,Y,Y,2.5,44830,563.64,930000
4725,Cedros AVE,Sherman Oaks,CA,United States of America,"4725, Cedros AVE, Sherman Oaks, CA, United States of America",3,2,2741,71,9557,17,Y,Y,2.5,44784,583.36,1599000
22472,Guadilamar DR,Saugus,CA,United States of America,"22472, Guadilamar DR, Saugus, CA, United States of America",3,2,1230,64,9415,17,Y,Y,2.5,44784,569.11,700000
28182,BEDFORD DR,Laguna Niguel,CA,United States of America,"28182, BEDFORD DR, Laguna Niguel, CA, United States of America",3,2,1801,40,9570,17,Y,Y,2.5,45009,777.35,1400000
51445,Avenida Ramirez,La Quinta,CA,United States of America,"51445, Avenida Ramirez, La Quinta, CA, United States of America",3,2,1446,26,4792,17,Y,Y,2.5,45047,380.36,550000
51345,Avenida Rubio,La Quinta,CA,United States of America,"51345, Avenida Rubio, La Quinta, CA, United States of America",3,2,1899,32,5227,17,Y,Y,2.5,45016,289.63,550000
16402,Bradbury LN,Huntington Beach,CA,United States of America,"16402, Bradbury LN, Huntington Beach, CA, United States of America",3,2,1413,59,6060,17,N,Y,2.5,45007,789.1,1115000
22217,Dolorosa ST,Woodland Hills,CA,United States of America,"22217, Dolorosa ST, Woodland Hills, CA, United States of America",3,2,1525,72,18320,17,N,Y,2.5,44910,689.84,1052000
6033,Van Noord AVE,Valley Glen,CA,United States of America,"6033, Van Noord AVE, Valley Glen, CA, United States of America",3,2,1579,70,5892,17,N,Y,2.5,45058,592.78,936000
5222,Beeman AVE,Valley Village,CA,United States of America,"5222, Beeman AVE, Valley Village, CA, United States of America",3,2,1586,73,6993,17,N,Y,2.5,44840,866.96,1375000
2425 S,North Shore PL,Ontario,CA,United States of America,"2425 S, North Shore PL, Ontario, CA, United States of America",3,2,1229,45,7440,17,Y,Y,2.5,44911,520.75,640000
18823,Martha ST,Tarzana,CA,United States of America,"18823, Martha ST, Tarzana, CA, United States of America",3,2,1373,73,6006,17,Y,Y,2.5,44805,639.48,878000
8346,Wakefield AVE,Panorama City,CA,United States of America,"8346, Wakefield AVE, Panorama City, CA, United States of America",3,2,1564,69,6749,17,N,Y,2.5,45048,425.19,665000
1536,Conrad PL,San Jacinto,CA,United States of America,"1536, Conrad PL, San Jacinto, CA, United States of America",3,2,2244,18,7405,17,Y,Y,2.5,45054,222.82,500000
5580,Cleta DR,Riverside (City),CA,United States of America,"5580, Cleta DR, Riverside (City), CA, United States of America",3,2,1059,63,7405,17,N,Y,2.5,45071,637.39,675000
31939,Lyndbrook CT,Westlake Village,CA,United States of America,"31939, Lyndbrook CT, Westlake Village, CA, United States of America",3,2,1887,56,7502,17,N,Y,2.5,45002,694.22,1310000
3707,Royal Meadow RD,Sherman Oaks,CA,United States of America,"3707, Royal Meadow RD, Sherman Oaks, CA, United States of America",3,2,2298,62,19310,17,Y,Y,2.5,44931,1029.16,2365000
4238 W,Avenue K12,Quartz Hill,CA,United States of America,"4238 W, Avenue K12, Quartz Hill, CA, United States of America",3,2,1824,45,54349,17,N,Y,2.5,44838,323.46,590000
10529,Bellflower AVE,Cherry Valley,CA,United States of America,"10529, Bellflower AVE, Cherry Valley, CA, United States of America",3,2,1170,62,17424,176,Y,Y,2.5,44973,371.79,435000
1040 E,Paseo El Mirador,Palm Springs,CA,United States of America,"1040 E, Paseo El Mirador, Palm Springs, CA, United States of America",3,2,1840,43,10890,18,Y,Y,2.5,44923,684.24,1259000
23515,Via Bordeaux,Valencia,CA,United States of America,"23515, Via Bordeaux, Valencia, CA, United States of America",3,2,1782,52,5571,18,Y,Y,2.5,44924,446.24,795200
17160,Nordhoff ST,null,CA,United States of America,"17160, Nordhoff ST, null, CA, United States of America",3,2,1698,71,22009,18,N,Y,2.5,44775,680.21,1155000
10217,Parkinson AVE,Whittier,CA,United States of America,"10217, Parkinson AVE, Whittier, CA, United States of America",3,2,1213,70,6038,18,Y,Y,2.5,44823,634.79,769999
17109,Burton ST,Lake Balboa,CA,United States of America,"17109, Burton ST, Lake Balboa, CA, United States of America",3,2,1430,70,7404,18,Y,Y,2.5,45044,664.34,950000
10238,Odell AVE,Sunland,CA,United States of America,"10238, Odell AVE, Sunland, CA, United States of America",3,2,1998,75,6572,18,N,Y,2.5,44798,510.51,1020000
655,Beaverbrook LN,Glendora,CA,United States of America,"655, Beaverbrook LN, Glendora, CA, United States of America",3,2,2030,50,16460,18,Y,Y,2.5,45006,463.05,940000
14930,Napa ST,Panorama City,CA,United States of America,"14930, Napa ST, Panorama City, CA, United States of America",3,2,1528,68,8355,18,N,Y,2.5,44971,425.39,650000
1146 W,186th ST,Gardena,CA,United States of America,"1146 W, 186th ST, Gardena, CA, United States of America",3,2,1112,69,5151,18,N,Y,2.5,44813,683.45,760000
13136,Woodcock AVE,Sylmar,CA,United States of America,"13136, Woodcock AVE, Sylmar, CA, United States of America",3,2,1536,68,5999,18,Y,Y,2.5,45014,489.91,752500
10411,McBroom ST,Shadow Hills,CA,United States of America,"10411, McBroom ST, Shadow Hills, CA, United States of America",3,2,1204,70,18216,18,Y,Y,2.5,44880,934.39,1125000
5291,Auburn CIR,Westminster,CA,United States of America,"5291, Auburn CIR, Westminster, CA, United States of America",3,2,1350,50,6000,18,N,Y,2.5,44880,722.22,975000
25663,Troy LN,Romoland,CA,United States of America,"25663, Troy LN, Romoland, CA, United States of America",3,2,2510,36,51836,185,Y,Y,2.5,45020,221.12,555000
14845,Dakota RD,Apple Valley,CA,United States of America,"14845, Dakota RD, Apple Valley, CA, United States of America",3,2,1810,42,45302,189,Y,Y,2.5,44936,218.23,395000
22372,Raven WAY,Grand Terrace,CA,United States of America,"22372, Raven WAY, Grand Terrace, CA, United States of America",3,2,1396,45,8052,19,Y,Y,2.5,44818,386.82,540000
7931,Variel AVE,Canoga Park,CA,United States of America,"7931, Variel AVE, Canoga Park, CA, United States of America",3,2,1383,66,7593,19,Y,Y,2.5,45002,542.3,750000
5720,Comanche AVE,Woodland Hills,CA,United States of America,"5720, Comanche AVE, Woodland Hills, CA, United States of America",3,2,1800,64,12395,19,Y,Y,2.5,44825,827.78,1490000
27415,Laurel Glen CIR,Valencia,CA,United States of America,"27415, Laurel Glen CIR, Valencia, CA, United States of America",3,2,1263,47,7188,19,Y,Y,2.5,44936,570.07,720000
44216,Mesquite DR,Indian Wells,CA,United States of America,"44216, Mesquite DR, Indian Wells, CA, United States of America",3,2,2029,23,9148,19,Y,Y,2.5,44967,428.78,870000
1980,El Arbolita DR,Glendale,CA,United States of America,"1980, El Arbolita DR, Glendale, CA, United States of America",3,2,2063,58,10719,195,Y,Y,2.5,45023,727.1,1500000
42870,Pheasant Hill PL,Hemet,CA,United States of America,"42870, Pheasant Hill PL, Hemet, CA, United States of America",3,2,2596,31,43124,196,Y,Y,2.5,45043,306.24,795000
6930 E,Mezzanine WAY,Long Beach,CA,United States of America,"6930 E, Mezzanine WAY, Long Beach, CA, United States of America",3,2,1383,69,6003,2,N,Y,2.5,44971,734.63,1016000
58,Fulton,Irvine,CA,United States of America,"58, Fulton, Irvine, CA, United States of America",3,2,1507,44,8125,2,Y,Y,2.5,45014,942.27,1420000
3243 N,STUDEBAKER RD,Long Beach,CA,United States of America,"3243 N, STUDEBAKER RD, Long Beach, CA, United States of America",3,2,1640,70,5900,2,Y,Y,2.5,44827,612.8,1005000
71581,Halgar RD,Rancho Mirage,CA,United States of America,"71581, Halgar RD, Rancho Mirage, CA, United States of America",3,2,1852,58,10454,2,Y,Y,2.5,44775,890.93,1650000
41320,Linda Vista CT,Hemet,CA,United States of America,"41320, Linda Vista CT, Hemet, CA, United States of America",3,2,1256,58,10454,2,Y,Y,2.5,44860,342.28,429900
24741,Golden Oak LN,Newhall,CA,United States of America,"24741, Golden Oak LN, Newhall, CA, United States of America",3,2,1540,70,13554,2,N,Y,2.5,44909,633.12,975000
21824,Sioux RD,Apple Valley,CA,United States of America,"21824, Sioux RD, Apple Valley, CA, United States of America",3,2,1568,43,69696,2,Y,Y,2.5,45023,229.59,360000
71778,Sunnyslope DR,29 Palms,CA,United States of America,"71778, Sunnyslope DR, 29 Palms, CA, United States of America",3,2,2346,67,22680,2,Y,Y,2.5,44974,161.98,380000
7724,Loma Verde AVE,Canoga Park,CA,United States of America,"7724, Loma Verde AVE, Canoga Park, CA, United States of America",3,2,1297,69,7290,2,Y,Y,2.5,44848,682.34,885000
29819,Smugglers Point DR,Canyon Lake,CA,United States of America,"29819, Smugglers Point DR, Canyon Lake, CA, United States of America",3,2,1868,33,8276,2,Y,Y,2.5,44992,358.67,669995
7831,Paso Robles AVE,Lake Balboa,CA,United States of America,"7831, Paso Robles AVE, Lake Balboa, CA, United States of America",3,2,1653,70,15677,2,Y,Y,2.5,44812,668.48,1105000
3708 N,STUDEBAKER RD,Long Beach,CA,United States of America,"3708 N, STUDEBAKER RD, Long Beach, CA, United States of America",3,2,1458,70,5104,20,N,Y,2.5,44967,685.87,1000000
2319,Forry ST,Lancaster,CA,United States of America,"2319, Forry ST, Lancaster, CA, United States of America",3,2,1641,38,7178,20,Y,Y,2.5,45068,304.69,500000
4951,Amigo AVE,Tarzana,CA,United States of America,"4951, Amigo AVE, Tarzana, CA, United States of America",3,2,2115,68,17844,20,N,Y,2.5,44816,741.37,1568000
27175,Orangemont WAY,Hemet,CA,United States of America,"27175, Orangemont WAY, Hemet, CA, United States of America",3,2,1685,44,7405,20,Y,Y,2.5,44861,264.09,445000
23447,Via Barra,Valencia,CA,United States of America,"23447, Via Barra, Valencia, CA, United States of America",3,2,1426,52,4951,20,N,Y,2.5,44799,504.91,720000
37320,Palo Verde Dr DR,Cathedral City,CA,United States of America,"37320, Palo Verde Dr DR, Cathedral City, CA, United States of America",3,2,1725,20,6098,20,Y,Y,2.5,44869,376.81,650000
72850,Tamarisk ST,Palm Desert,CA,United States of America,"72850, Tamarisk ST, Palm Desert, CA, United States of America",3,2,1612,53,13504,20,Y,Y,2.5,45050,495.66,799000
17084,Samgerry DR,La Puente,CA,United States of America,"17084, Samgerry DR, La Puente, CA, United States of America",3,2,1464,65,6463,20,N,Y,2.5,45007,457.65,670000
23681,San Esteban DR,Mission Viejo,CA,United States of America,"23681, San Esteban DR, Mission Viejo, CA, United States of America",3,2,1320,52,8330,20,Y,Y,2.5,44816,757.54,999950
20746,Strathern ST,Winnetka,CA,United States of America,"20746, Strathern ST, Winnetka, CA, United States of America",3,2,1313,68,8216,20,N,Y,2.5,44875,601.68,790000
33939,Bradmore CT,Agua Dulce,CA,United States of America,"33939, Bradmore CT, Agua Dulce, CA, United States of America",3,2,1779,26,111348,20,Y,Y,2.5,44875,534.01,950000
10471,Shadyridge DR,North Tustin,CA,United States of America,"10471, Shadyridge DR, North Tustin, CA, United States of America",3,2,1957,59,13500,206,Y,Y,2.5,45057,877.87,1718000
818 W,Avenue J4,Lancaster,CA,United States of America,"818 W, Avenue J4, Lancaster, CA, United States of America",3,2,1549,70,6478,21,N,Y,2.5,45072,248.55,385000
7740,Valle Vista DR,Rancho Cucamonga,CA,United States of America,"7740, Valle Vista DR, Rancho Cucamonga, CA, United States of America",3,2,1938,60,10650,21,Y,Y,2.5,44991,433.44,840000
36620,Geiger AVE,Palmdale,CA,United States of America,"36620, Geiger AVE, Palmdale, CA, United States of America",3,2,2890,40,46174,21,Y,Y,2.5,44929,271.63,785000
5640,Via Cerezo,Riverside (City),CA,United States of America,"5640, Via Cerezo, Riverside (City), CA, United States of America",3,2,1617,52,14375,21,Y,Y,2.5,44935,408.16,660000
20661,Stagg ST,Winnetka,CA,United States of America,"20661, Stagg ST, Winnetka, CA, United States of America",3,2,1659,63,8699,21,Y,Y,2.5,44789,578.66,960000
236 S,Thomas ST,Orange,CA,United States of America,"236 S, Thomas ST, Orange, CA, United States of America",3,2,1102,63,6080,21,Y,Y,2.5,44803,600,661200
2843 N,Myers ST,Burbank,CA,United States of America,"2843 N, Myers ST, Burbank, CA, United States of America",3,2,1829,73,5917,21,Y,Y,2.5,44869,576.82,1055000
14123,Valerio,Van Nuys,CA,United States of America,"14123, Valerio, Van Nuys, CA, United States of America",3,2,2262,91,26854,21,N,Y,2.5,44812,464.19,1050000
24221,Cross ST,Newhall,CA,United States of America,"24221, Cross ST, Newhall, CA, United States of America",3,2,1665,60,10773,21,N,Y,2.5,44999,558.56,930000
37846,Birch Tree LN,Palmdale,CA,United States of America,"37846, Birch Tree LN, Palmdale, CA, United States of America",3,2,1134,40,6966,21,N,Y,2.5,45056,381.83,433000
28831,Timberlane ST,Agoura Hills,CA,United States of America,"28831, Timberlane ST, Agoura Hills, CA, United States of America",3,2,1924,50,7417,21,Y,Y,2.5,44781,675.16,1299000
13908,El Espejo RD,La Mirada,CA,United States of America,"13908, El Espejo RD, La Mirada, CA, United States of America",3,2,1836,68,6968,22,N,Y,2.5,44964,392.16,720000
10622,Franlie DR,Sunland,CA,United States of America,"10622, Franlie DR, Sunland, CA, United States of America",3,2,1432,95,5985,22,N,Y,2.5,44911,557.96,799000
725 S,Echo ST,Anaheim,CA,United States of America,"725 S, Echo ST, Anaheim, CA, United States of America",3,2,1325,68,6060,22,N,Y,2.5,44799,547.17,725000
16552,Hartsook ST,Encino,CA,United States of America,"16552, Hartsook ST, Encino, CA, United States of America",3,2,1623,69,9699,22,Y,Y,2.5,44847,1093.65,1775000
9971,Kings Canyon DR,Huntington Beach,CA,United States of America,"9971, Kings Canyon DR, Huntington Beach, CA, United States of America",3,2,1494,51,9600,22,N,Y,2.5,44802,809.91,1210000
3112,Roxanne AVE,Long Beach,CA,United States of America,"3112, Roxanne AVE, Long Beach, CA, United States of America",3,2,1662,69,5287,22,Y,Y,2.5,44830,767.15,1275000
13040,Delano ST,Van Nuys,CA,United States of America,"13040, Delano ST, Van Nuys, CA, United States of America",3,2,2090,70,8857,22,Y,Y,2.5,44853,636.36,1330000
42431,Boulder DR,Lancaster,CA,United States of America,"42431, Boulder DR, Lancaster, CA, United States of America",3,2,1522,31,9607,22,N,Y,2.5,44894,316.69,482000
267 E,San Jose AVE,Claremont,CA,United States of America,"267 E, San Jose AVE, Claremont, CA, United States of America",3,2,1518,71,11108,22,Y,Y,2.5,44830,573.12,870000
212,Melrose AVE,Monrovia,CA,United States of America,"212, Melrose AVE, Monrovia, CA, United States of America",3,2,1840,70,6355,22,Y,Y,2.5,45016,635.87,1170000
19841,Acre ST,Northridge,CA,United States of America,"19841, Acre ST, Northridge, CA, United States of America",3,2,1586,66,7550,22,N,Y,2.5,45062,556.75,883000
3835,Wellington RD,Los Angeles,CA,United States of America,"3835, Wellington RD, Los Angeles, CA, United States of America",3,2,1542,82,6305,22,Y,Y,2.5,44897,1001.3,1544000
28208,Ridge View DR,Canyon Country,CA,United States of America,"28208, Ridge View DR, Canyon Country, CA, United States of America",3,2,2036,27,6574,22,N,Y,2.5,44782,422.4,860000
17343,Cohasset ST,Lake Balboa,CA,United States of America,"17343, Cohasset ST, Lake Balboa, CA, United States of America",3,2,1351,73,5998,22,N,Y,2.5,44856,562.55,760000
10116,Mildred ST,El Monte,CA,United States of America,"10116, Mildred ST, El Monte, CA, United States of America",3,2,1166,66,8704,22,N,Y,2.5,45006,574.61,670000
13185,Tawya RD,Apple Valley,CA,United States of America,"13185, Tawya RD, Apple Valley, CA, United States of America",3,2,2502,38,28200,22,Y,Y,2.5,44882,179.86,450000
4611,Cerro Verde PL,Tarzana,CA,United States of America,"4611, Cerro Verde PL, Tarzana, CA, United States of America",3,2,2091,64,15531,22,Y,Y,2.5,45057,744.38,1556500
8404,Hillview AVE,Canoga Park,CA,United States of America,"8404, Hillview AVE, Canoga Park, CA, United States of America",3,2,1313,67,7501,22,N,Y,2.5,44837,609.29,800000
54030,Eisenhower DR,La Quinta,CA,United States of America,"54030, Eisenhower DR, La Quinta, CA, United States of America",3,2,1951,19,10018,224,Y,Y,2.5,44971,397.23,775000
1508,Beechwood AVE,Fullerton,CA,United States of America,"1508, Beechwood AVE, Fullerton, CA, United States of America",3,2,1597,59,7373,23,Y,Y,2.5,44795,557.29,890000
8974,Bartee AVE,Arleta,CA,United States of America,"8974, Bartee AVE, Arleta, CA, United States of America",3,2,1264,69,8018,23,N,Y,2.5,45023,624.21,789000
501 N,Florence ST,Burbank,CA,United States of America,"501 N, Florence ST, Burbank, CA, United States of America",3,2,1422,73,6764,23,Y,Y,2.5,44841,949.37,1350000
644 E,Meda Avenue,Glendora,CA,United States of America,"644 E, Meda Avenue, Glendora, CA, United States of America",3,2,1752,65,8416,23,N,Y,2.5,44798,479.45,840000
278 N,Sunset WAY,Palm Springs,CA,United States of America,"278 N, Sunset WAY, Palm Springs, CA, United States of America",3,2,1296,65,11761,23,Y,Y,2.5,44795,1026.23,1330000
42042,Jennifer AVE,Hemet,CA,United States of America,"42042, Jennifer AVE, Hemet, CA, United States of America",3,2,1400,41,7405,24,Y,Y,2.5,44791,335.71,470000
